twitter_video https://twitter.com/furyofthegodz/status/1578910543439486976?s=20&t=mEdD0Y064M9SDLZHUwJnvw
twitter https://twitter.com/dog_rates/status/1578145895584911362?s=20&t=7PAtwWBDwS8wjFeisuawMg
danbooru https://danbooru.donmai.us/posts/5634057
pixiv_single https://www.pixiv.net/en/artworks/101779848
pixiv_multi https://www.pixiv.net/en/artworks/96941952
discord_video https://cdn.discordapp.com/attachments/509982049239564290/1028336757080608830/1665206582990.mp4
discord https://cdn.discordapp.com/attachments/509982049239564290/1028212859152379955/32f1a2297b08e31a6d374bd57b0deb92.jpg
